212044	9607217
212044	9608434
212044	9609207
212044	9610480
212044	9702354
212044	9703432
212044	9711485
212044	9711488
212044	9812449
212044	9901384
212044	9912376
208124	1119
208124	101300
208124	102071
208124	108213
208124	111066
208124	111343
208124	112166
208124	201091
208124	204056
208124	206309
208124	9208213
208124	9409254
208124	9504220
208124	9508347
208124	9510301
208124	9603428
208124	9605439
208124	9608434
208124	9609207
208124	9610480
208124	9702354
208124	9707515
208124	9711485
208124	9711488
208124	9812522
208124	9912376
108200	102122
108200	102145
108200	102146
108200	102147
108200	102157
108200	102176
108200	102180
108200	102204
108200	102211
108200	102238
108200	102243
108200	102255
108200	102259
108200	102297
108200	102304
108200	102312
108200	102315
108200	102331
108200	102344
108200	103028
108200	103034
108200	103048
108200	103050
108200	103064
108200	103067
108200	103069
108200	103083
108200	103126
108200	103223
108200	103280
108200	104141
108200	104225
108200	105014
108200	9304312
108200	9609290
108200	9808388
108200	9902406
112215	7358
112215	12290
9607235	9304225
9607235	9307247
9607235	9307291
9607235	9308246
9607235	9308287
9607235	9308288
9607235	9311325
9607235	9312359
9607235	9402288
9607235	9402326
9607235	9403313
9607235	9405207
9607235	9405410
9607235	9406251
9607235	9409440
9607235	9502346
9607235	9503486
9607235	9503492
9607235	9506476
9607235	9507283
9607235	9602262
9607235	9603314
9607235	9604225
9607235	9605201
9207243	9203206
211003	1113
211003	5014
211003	6124
211003	8084
211003	9042
211003	105246
211003	112281
211003	204147
211003	206125
211003	208198
211003	9402227
211003	9406262
211003	9408404
211003	9501251
211003	9510425
211003	9512380
211003	9601309
211003	9604375
211003	9606217
211003	9610283
211003	9612446
211003	9703248
211003	9705453
211003	9707385
211003	9802394
211003	9803457
211003	9805332
211003	9805422
211003	9806471
211003	9901409
211003	9903453
211003	9907370
9310366	9203206
9310366	9206262
9310366	9207234
9310366	9208251
9310366	9212235
9310366	9212288
9310366	9301267
9310366	9303230
9310366	9304307
9310366	9305274
3227	2171
3227	9510378
3227	9608430
3227	9612269
3227	9704213
3227	9712445
3227	9805274
3227	9809566
3227	9812209
3227	9903270
3227	9903490
3227	9909560
3227	9911321
3227	9912325
3227	9912430
9808420	9601353
9902358	9207257
9902358	9508247
9902358	9603393
9902358	9605215
9902358	9607461
9902358	9705339
9902358	9807305
9902358	9807319
9902358	9808205
9902358	9809368
9902358	9810471
9902358	9812273
302204	2194
302204	110126
302204	302035
302204	302078
302204	302253
302204	9512211
302204	9705448
302204	9912343
209273	107164
209273	201008
209273	207236
209273	208157
209273	9904310
2031	9509327
2031	9610229
2031	9809315
2031	9809363
2031	9901404
2031	9907548
2031	9912215
212197	108115
212197	212119
212197	9501394
212197	9806292
7331	9406342
7331	9608385
110164	2286
110164	9174
110164	12125
110164	12352
110164	102301
110164	103125
110164	106166
110164	107039
110164	107190
110164	108003
110164	9510342
110164	9511446
110164	9607419
110164	9807552
110164	9904433
